study_day,doy,sample_code,zoop_group,life_stage,order,raw_count,samp_vol,subsamp_vol,trap_vol
35,207,QAC_1174,bos_e,egg,cladocera,2,12.5,12.5,29.995
35,207,QAC_1174,chysp,adult,cladocera,6,12.5,12.5,29.995
35,207,QAC_1174,copnc,nauplii,copepoda,60,12.5,12.5,29.995
35,207,QAC_1174,lsegg,egg,copepoda,2,12.5,12.5,29.995
35,207,QAC_1174,mceda_f,f_adult,cyclopoida,1,12.5,12.5,29.995
35,207,QAC_1174,mceda_a,adult,cyclopoida,1,12.5,12.5,29.995
35,207,QAC_1174,cyc13,c13,cyclopoida,2,12.5,12.5,29.995
35,207,QAC_1172,bos_tot,adult,cladocera,388,12.5,4,30
35,207,QAC_1172,bos_e,egg,cladocera,2,12.5,12.5,30
35,207,QAC_1172,chysp,adult,cladocera,10,12.5,12.5,30
35,207,QAC_1172,chysp_e,egg,cladocera,1,12.5,12.5,30
35,207,QAC_1172,copnc,nauplii,copepoda,96,12.5,12.5,30
35,207,QAC_1172,lsegg,egg,copepoda,9,12.5,12.5,30
35,207,QAC_1172,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,tcexta_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1172,mcruba_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,bos_tot,adult,cladocera,444,12.5,2,30
35,207,QAC_1176,bos_e,egg,cladocera,23,12.5,12.5,30
35,207,QAC_1176,dibir,adult,cladocera,2,12.5,12.5,30
35,207,QAC_1176,chysp,adult,cladocera,1,12.5,12.5,30
35,207,QAC_1176,copnc,nauplii,copepoda,157,12.5,4,30
35,207,QAC_1176,lsegg,egg,copepoda,25,12.5,12.5,30
35,207,QAC_1176,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,tcexta_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,tcexta_e,egg,cyclopoida,1,12.5,12.5,30
35,207,QAC_1176,cyc13,c13,cyclopoida,3,12.5,12.5,30
35,207,QAC_1179,bos_tot,adult,cladocera,355,20,20,30
35,207,QAC_1179,dibir,adult,cladocera,4,20,20,30
35,207,QAC_1179,chysp,adult,cladocera,29,20,20,30
35,207,QAC_1179,chysp_e,egg,cladocera,4,20,20,30
35,207,QAC_1179,copnc,nauplii,copepoda,24,20,20,30
35,207,QAC_1179,lsegg,egg,copepoda,52,20,20,30
35,207,QAC_1179,mceda_f,f_adult,cyclopoida,2,20,20,30
35,207,QAC_1179,mceda_a,adult,cyclopoida,2,20,20,30
35,207,QAC_1179,tcexta_f,f_adult,cyclopoida,1,20,20,30
35,207,QAC_1179,tcexta_a,adult,cyclopoida,1,20,20,30
35,207,QAC_1179,cyc13,c13,cyclopoida,3,20,20,30
35,207,QAC_1177,bos_tot,adult,cladocera,147,12.5,12.5,30
35,207,QAC_1177,bos_e,egg,cladocera,1,12.5,12.5,30
35,207,QAC_1177,chysp,adult,cladocera,2,12.5,12.5,30
35,207,QAC_1177,copnc,nauplii,copepoda,130,12.5,12.5,30
35,207,QAC_1177,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1177,mcruba_a,adult,cyclopoida,1,12.5,12.5,30
35,207,QAC_1173,bos_tot,adult,cladocera,218,15,15,30
35,207,QAC_1173,bos_e,egg,cladocera,60,15,15,30
35,207,QAC_1173,dibir,adult,cladocera,1,15,15,30
35,207,QAC_1173,chysp,adult,cladocera,50,15,15,30
35,207,QAC_1173,chysp_e,egg,cladocera,6,15,15,30
35,207,QAC_1173,copnc,nauplii,copepoda,147,15,6,30
35,207,QAC_1173,lsegg,egg,copepoda,1,15,15,30
35,207,QAC_1173,tcexta_f,f_adult,cyclopoida,2,15,15,30
35,207,QAC_1173,tcexta_a,adult,cyclopoida,2,15,15,30
35,207,QAC_1175,bos_tot,adult,cladocera,226,17.5,17.5,30
35,207,QAC_1175,bos_e,egg,cladocera,6,17.5,17.5,30
35,207,QAC_1175,dibir,adult,cladocera,9,17.5,17.5,30
35,207,QAC_1175,chysp,adult,cladocera,57,17.5,17.5,30
35,207,QAC_1175,chysp_e,egg,cladocera,4,17.5,17.5,30
35,207,QAC_1175,copnc,nauplii,copepoda,98,17.5,17.5,30
35,207,QAC_1175,lsegg,egg,copepoda,2,17.5,17.5,30
35,207,QAC_1175,tcexta_f,f_adult,cyclopoida,1,17.5,17.5,30
35,207,QAC_1175,tcexta_a,adult,cyclopoida,1,17.5,17.5,30
35,207,QAC_1175,cyc13,c13,cyclopoida,29,17.5,17.5,30
56,228,QAC_1561,bos_tot,adult,cladocera,367,10,4,30
56,228,QAC_1561,bos_e,egg,cladocera,37,10,4,30
56,228,QAC_1561,dibir,adult,cladocera,19,10,10,30
56,228,QAC_1561,chysp,adult,cladocera,1,10,10,30
56,228,QAC_1561,copnc,nauplii,copepoda,137,10,3,30
56,228,QAC_1561,lsegg,egg,copepoda,10,10,10,30
56,228,QAC_1561,cybicc,c45,cyclopoida,2,10,10,30
56,228,QAC_1561,mcedc,c45,cyclopoida,1,10,10,30
56,228,QAC_1561,tcexta_f,f_adult,cyclopoida,7,10,10,30
56,228,QAC_1561,tcexta_a,adult,cyclopoida,7,10,10,30
56,228,QAC_1561,tcexta_e,egg,cyclopoida,17,10,10,30
56,228,QAC_1561,mcrubc,c45,cyclopoida,2,10,10,30
56,228,QAC_1561,cyc13,c13,cyclopoida,15,10,10,30
56,228,QAC_1561,dpmina_f,f_adult,calanoida,2,10,10,30
56,228,QAC_1561,dpmina_m,m_adult,calanoida,1,10,10,30
56,228,QAC_1561,cal13,c13,calanoida,1,10,10,30
56,228,QAC_1566,bos_tot,adult,cladocera,8,20,20,29.995
56,228,QAC_1566,dibir,adult,cladocera,1,20,20,29.995
56,228,QAC_1566,chysp,adult,cladocera,2,20,20,29.995
56,228,QAC_1566,copnc,nauplii,copepoda,11,20,20,29.995
56,228,QAC_1566,lsegg,egg,copepoda,1,20,20,29.995
56,228,QAC_1566,tcexta_f,f_adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,tcexta_a,adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,tcextc,c45,cyclopoida,3,20,20,29.995
56,228,QAC_1566,mcruba_m,m_adult,cyclopoida,1,20,20,29.995
56,228,QAC_1566,cyc13,c13,cyclopoida,2,20,20,29.995
56,228,QAC_1562,bos_tot,adult,cladocera,14,12.5,12.5,30
56,228,QAC_1562,bos_e,egg,cladocera,1,12.5,12.5,30
56,228,QAC_1562,chysp,adult,cladocera,2,12.5,12.5,30
56,228,QAC_1562,copnc,nauplii,copepoda,58,12.5,12.5,30
56,228,QAC_1562,lsegg,egg,copepoda,1,12.5,12.5,30
56,228,QAC_1562,tcextc,c45,cyclopoida,2,12.5,12.5,30
56,228,QAC_1562,cyc13,c13,cyclopoida,3,12.5,12.5,30
56,228,QAC_1563,bos_tot,adult,cladocera,5,15,15,30
56,228,QAC_1563,bos_e,egg,cladocera,1,15,15,30
56,228,QAC_1563,dibir,adult,cladocera,1,15,15,30
56,228,QAC_1563,chysp,adult,cladocera,10,15,15,30
56,228,QAC_1563,copnc,nauplii,copepoda,18,15,15,30
56,228,QAC_1563,lsegg,egg,copepoda,3,15,15,30
56,228,QAC_1563,cybica_f,f_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,cybica_a,adult,cyclopoida,1,15,15,30
56,228,QAC_1563,tcexta_f,f_adult,cyclopoida,7,15,15,30
56,228,QAC_1563,tcexta_m,m_adult,cyclopoida,2,15,15,30
56,228,QAC_1563,tcexta_a,adult,cyclopoida,9,15,15,30
56,228,QAC_1563,tcextc,c45,cyclopoida,20,15,15,30
56,228,QAC_1563,tcexta_e,egg,cyclopoida,3,15,15,30
56,228,QAC_1563,mcruba_f,f_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,mcruba_m,m_adult,cyclopoida,1,15,15,30
56,228,QAC_1563,mcruba_a,adult,cyclopoida,2,15,15,30
56,228,QAC_1563,mcrubc,c45,cyclopoida,2,15,15,30
56,228,QAC_1563,cyc13,c13,cyclopoida,2,15,15,30
56,228,QAC_1559,bos_tot,adult,cladocera,254,17.5,17.5,30
56,228,QAC_1559,bos_e,egg,cladocera,2,17.5,17.5,30
56,228,QAC_1559,chysp,adult,cladocera,23,17.5,17.5,30
56,228,QAC_1559,chysp_e,egg,cladocera,1,17.5,17.5,30
56,228,QAC_1559,copnc,nauplii,copepoda,127,17.5,11,30
56,228,QAC_1559,lsegg,egg,copepoda,6,17.5,17.5,30
56,228,QAC_1559,cybicc,c45,cyclopoida,3,17.5,17.5,30
56,228,QAC_1559,mceda_f,f_adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1559,mceda_a,adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1559,tcexta_m,m_adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1559,tcexta_a,adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1559,mcrubc,c45,cyclopoida,3,17.5,17.5,30
56,228,QAC_1559,cyc13,c13,cyclopoida,2,17.5,17.5,30
56,228,QAC_1565,bos_tot,adult,cladocera,6,15,15,30
56,228,QAC_1565,bos_e,egg,cladocera,4,15,15,30
56,228,QAC_1565,copnc,nauplii,copepoda,60,15,15,30
56,228,QAC_1565,lsegg,egg,copepoda,4,15,15,30
56,228,QAC_1565,cybicc,c45,cyclopoida,1,15,15,30
56,228,QAC_1565,tcexta_f,f_adult,cyclopoida,1,15,15,30
56,228,QAC_1565,tcexta_m,m_adult,cyclopoida,1,15,15,30
56,228,QAC_1565,tcexta_a,adult,cyclopoida,2,15,15,30
56,228,QAC_1565,cyc13,c13,cyclopoida,6,15,15,30
56,228,QAC_1560,bos_tot,adult,cladocera,382,20,4,30
56,228,QAC_1560,bos_e,egg,cladocera,41,20,4,30
56,228,QAC_1560,hogla,adult,cladocera,1,20,20,30
56,228,QAC_1560,chysp,adult,cladocera,15,20,20,30
56,228,QAC_1560,copnc,nauplii,copepoda,21,20,20,30
56,228,QAC_1560,lsegg,egg,copepoda,2,20,20,30
56,228,QAC_1560,mceda_m,m_adult,cyclopoida,1,20,20,30
56,228,QAC_1560,mceda_a,adult,cyclopoida,1,20,20,30
56,228,QAC_1560,tcexta_f,f_adult,cyclopoida,1,20,20,30
56,228,QAC_1560,tcexta_a,adult,cyclopoida,1,20,20,30
56,228,QAC_1560,cyc13,c13,cyclopoida,3,20,20,30
56,228,QAC_1564,bos_tot,adult,cladocera,6,17.5,17.5,30
56,228,QAC_1564,copnc,nauplii,copepoda,37,17.5,17.5,30
56,228,QAC_1564,lsegg,egg,copepoda,1,17.5,17.5,30
56,228,QAC_1564,cybica_m,m_adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1564,cybica_a,adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1564,cybicc,c45,cyclopoida,4,17.5,17.5,30
56,228,QAC_1564,tcexta_m,m_adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1564,tcexta_a,adult,cyclopoida,1,17.5,17.5,30
56,228,QAC_1564,tcextc,c45,cyclopoida,1,17.5,17.5,30
56,228,QAC_1564,mcruba_f,f_adult,cyclopoida,4,17.5,17.5,30
56,228,QAC_1564,mcruba_a,adult,cyclopoida,4,17.5,17.5,30
56,228,QAC_1564,mcrubc,c45,cyclopoida,4,17.5,17.5,30
56,228,QAC_1564,cyc13,c13,cyclopoida,4,17.5,17.5,30
56,228,QAC_1564,dpmina_f,f_adult,calanoida,1,17.5,17.5,30
56,228,QAC_1564,dpmina_m,m_adult,calanoida,1,17.5,17.5,30
56,228,QAC_1564,dpmina_a,adult,calanoida,2,17.5,17.5,30
56,228,QAC_1564,dpminc,c45,calanoida,2,17.5,17.5,30
77,249,QAC_1850,bos_tot,adult,cladocera,32,12.5,12.5,30
77,249,QAC_1850,dgal_grp,adult,cladocera,6,12.5,12.5,30
77,249,QAC_1850,chysp,adult,cladocera,3,12.5,12.5,30
77,249,QAC_1850,copnc,nauplii,copepoda,32,12.5,12.5,30
77,249,QAC_1850,lsegg,egg,copepoda,2,12.5,12.5,30
77,249,QAC_1850,tcexta_f,f_adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1850,tcexta_m,m_adult,cyclopoida,2,12.5,12.5,30
77,249,QAC_1850,tcexta_a,adult,cyclopoida,3,12.5,12.5,30
77,249,QAC_1850,mcruba_f,f_adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1850,mcruba_a,adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1850,cyc13,c13,cyclopoida,2,12.5,12.5,30
77,249,QAC_1854,bos_tot,adult,cladocera,7,12.5,12.5,30
77,249,QAC_1854,bos_e,egg,cladocera,5,12.5,12.5,30
77,249,QAC_1854,ephipp,egg,cladocera,1,12.5,12.5,30
77,249,QAC_1854,chysp,adult,cladocera,5,12.5,12.5,30
77,249,QAC_1854,chysp_e,egg,cladocera,2,12.5,12.5,30
77,249,QAC_1854,copnc,nauplii,copepoda,215,12.5,5,30
77,249,QAC_1854,tcexta_f,f_adult,cyclopoida,3,12.5,12.5,30
77,249,QAC_1854,tcexta_m,m_adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1854,tcexta_a,adult,cyclopoida,4,12.5,12.5,30
77,249,QAC_1854,tcextc,c45,cyclopoida,2,12.5,12.5,30
77,249,QAC_1854,tcexta_e,egg,cyclopoida,3,12.5,12.5,30
77,249,QAC_1854,mcruba_f,f_adult,cyclopoida,2,12.5,12.5,30
77,249,QAC_1854,mcruba_m,m_adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1854,mcruba_a,adult,cyclopoida,3,12.5,12.5,30
77,249,QAC_1854,mcrubc,c45,cyclopoida,2,12.5,12.5,30
77,249,QAC_1854,cyc13,c13,cyclopoida,20,12.5,12.5,30
77,249,QAC_1856,bos_tot,adult,cladocera,11,15,15,30
77,249,QAC_1856,dibir,adult,cladocera,1,15,15,30
77,249,QAC_1856,chysp,adult,cladocera,2,15,15,30
77,249,QAC_1856,copnc,nauplii,copepoda,9,15,15,30
77,249,QAC_1856,cybica_f,f_adult,cyclopoida,2,15,15,30
77,249,QAC_1856,cybica_a,adult,cyclopoida,2,15,15,30
77,249,QAC_1856,cybicc,c45,cyclopoida,2,15,15,30
77,249,QAC_1856,tcextc,c45,cyclopoida,1,15,15,30
77,249,QAC_1856,cyc13,c13,cyclopoida,4,15,15,30
77,249,QAC_1856,dpmina_f,f_adult,calanoida,1,15,15,30
77,249,QAC_1856,dpmina_a,adult,calanoida,1,15,15,30
77,249,QAC_1852,bos_tot,adult,cladocera,357,15,2,30
77,249,QAC_1852,dibir,adult,cladocera,4,15,15,30
77,249,QAC_1852,hogla,adult,cladocera,1,15,15,30
77,249,QAC_1852,chysp,adult,cladocera,2,15,15,30
77,249,QAC_1852,copnc,nauplii,copepoda,140,15,15,30
77,249,QAC_1852,lsegg,egg,copepoda,2,15,15,30
77,249,QAC_1852,tcexta_f,f_adult,cyclopoida,1,15,15,30
77,249,QAC_1852,tcexta_m,m_adult,cyclopoida,4,15,15,30
77,249,QAC_1852,tcexta_a,adult,cyclopoida,5,15,15,30
77,249,QAC_1852,tcextc,c45,cyclopoida,11,15,15,30
77,249,QAC_1852,mcruba_f,f_adult,cyclopoida,2,15,15,30
77,249,QAC_1852,mcruba_a,adult,cyclopoida,2,15,15,30
77,249,QAC_1852,mcrubc,c45,cyclopoida,2,15,15,30
77,249,QAC_1852,cyc13,c13,cyclopoida,16,15,15,30
77,249,QAC_1852,cal13,c13,calanoida,1,15,15,30
77,249,QAC_1853,bos_tot,adult,cladocera,1,22.5,22.5,30
77,249,QAC_1853,copnc,nauplii,copepoda,73,22.5,22.5,30
77,249,QAC_1853,cybicc,c45,cyclopoida,1,22.5,22.5,30
77,249,QAC_1853,tcexta_f,f_adult,cyclopoida,1,22.5,22.5,30
77,249,QAC_1853,tcexta_a,adult,cyclopoida,1,22.5,22.5,30
77,249,QAC_1853,tcextc,c45,cyclopoida,4,22.5,22.5,30
77,249,QAC_1853,tcexta_e,egg,cyclopoida,5,22.5,22.5,30
77,249,QAC_1853,mcruba_f,f_adult,cyclopoida,2,22.5,22.5,30
77,249,QAC_1853,mcruba_m,m_adult,cyclopoida,1,22.5,22.5,30
77,249,QAC_1853,mcruba_a,adult,cyclopoida,3,22.5,22.5,30
77,249,QAC_1853,cyc13,c13,cyclopoida,10,22.5,22.5,30
77,249,QAC_1851,bos_tot,adult,cladocera,12,22.5,22.5,30
77,249,QAC_1851,copnc,nauplii,copepoda,159,22.5,8,30
77,249,QAC_1851,lsegg,egg,copepoda,3,22.5,22.5,30
77,249,QAC_1851,cybicc,c45,cyclopoida,2,22.5,22.5,30
77,249,QAC_1851,mcedc,c45,cyclopoida,1,22.5,22.5,30
77,249,QAC_1851,tcexta_m,m_adult,cyclopoida,1,22.5,22.5,30
77,249,QAC_1851,mcrubc,c45,cyclopoida,3,22.5,22.5,30
77,249,QAC_1851,cyc13,c13,cyclopoida,6,22.5,22.5,30
77,249,QAC_1855,chysp,adult,cladocera,18,20,20,30
77,249,QAC_1855,chysp_e,egg,cladocera,2,20,20,30
77,249,QAC_1855,copnc,nauplii,copepoda,10,20,20,30
77,249,QAC_1855,cybicc,c45,cyclopoida,1,20,20,30
77,249,QAC_1855,mceda_f,f_adult,cyclopoida,1,20,20,30
77,249,QAC_1855,mceda_a,adult,cyclopoida,1,20,20,30
77,249,QAC_1855,tcexta_m,m_adult,cyclopoida,1,20,20,30
77,249,QAC_1855,tcexta_a,adult,cyclopoida,1,20,20,30
77,249,QAC_1855,cyc13,c13,cyclopoida,5,20,20,30
77,249,QAC_1849,bos_tot,adult,cladocera,218,12.5,12.5,30
77,249,QAC_1849,dgal_grp,adult,cladocera,2,12.5,12.5,30
77,249,QAC_1849,dgal_e,egg,cladocera,5,12.5,12.5,30
77,249,QAC_1849,dibir,adult,cladocera,197,12.5,12.5,30
77,249,QAC_1849,hogla,adult,cladocera,1,12.5,12.5,30
77,249,QAC_1849,chysp,adult,cladocera,2,12.5,12.5,30
77,249,QAC_1849,copnc,nauplii,copepoda,143,12.5,3,30
77,249,QAC_1849,lsegg,egg,copepoda,7,12.5,12.5,30
77,249,QAC_1849,cybicc,c45,cyclopoida,4,12.5,12.5,30
77,249,QAC_1849,mceda_f,f_adult,cyclopoida,2,12.5,12.5,30
77,249,QAC_1849,mceda_a,adult,cyclopoida,2,12.5,12.5,30
77,249,QAC_1849,tcextc,c45,cyclopoida,1,12.5,12.5,30
77,249,QAC_1849,mcruba_f,f_adult,cyclopoida,5,12.5,12.5,30
77,249,QAC_1849,mcruba_m,m_adult,cyclopoida,1,12.5,12.5,30
77,249,QAC_1849,mcruba_a,adult,cyclopoida,6,12.5,12.5,30
77,249,QAC_1849,mcrubc,c45,cyclopoida,4,12.5,12.5,30
77,249,QAC_1849,cyc13,c13,cyclopoida,42,12.5,12.5,30
77,249,QAC_1849,dpmina_f,f_adult,calanoida,2,12.5,12.5,30
77,249,QAC_1849,dpmina_m,m_adult,calanoida,2,12.5,12.5,30
77,249,QAC_1849,dpmina_a,adult,calanoida,4,12.5,12.5,30
77,249,QAC_1849,dpmina_e,egg,calanoida,3,12.5,12.5,30
